go .	가다 .
just relax .	그냥 긴장을 풀어라 .
keep quiet !	조용히 해 !
keep quiet .	조용히 하세요 .
keep still .	가만히 있어라 .
let him go !	그를 보내줘 !
let him go .	그를 보내줘 .
let him in .	그를 들여 보내세요 .
let me die .	내가 죽게 해주세요 .
let me out !	날 내보내줘 !
let me pay .	지불하겠습니다 .
let me see .	좀 보자 .
let me try .	시도해 보겠습니다 .
let us out .	우리를 내보내주세요 .
let's chat .	채팅하자 .
let's kiss .	키스하자 .
let's pray .	기도하자 .
let's talk .	얘기하자 .
let's work .	일하자 .
lighten up .	가볍게 하세요 .
look again .	다시 봐 .
look at it .	그것 좀 봐 .
look at me .	나를 봐 .
look it up .	찾아보세요 .
love hurts .	사랑은 아프다 .
mama cried .	엄마는 울었다 .
never mind !	괜찮아요 !
no comment .	코멘트가 없습니다 .
no kidding ?	농담 아냐 ?
no problem !	괜찮아요 !
no problem .	괜찮아요 .
oh , really ?	오, 진짜 ?
once again .	다시 한번 .
pick it up .	그것을 집으십시오 .
please sit .	앉으세요 .
run for it !	그것을 위해 달려라 !
say please .	제발이라고 말해주세요 .
shadow him .	그를 그림자로 삼아라 .
she is old .	그녀는 늙었어요 .
she smiled .	그녀는 미소 지었다 .
she's busy .	그녀는 바빠요 .
she's nice .	그녀는 착해요 .
smell this .	이 냄새를 맡아라 .
stand back !	물러서라 !
start here .	여기서 시작하세요 .
stay alert .	경계를 유지하십시오 .
stay awake .	깨어있어 .
stay close .	가까이 있어라 .
stay sharp .	예리하게 지내십시오 .
stay still .	가만히 있어라 .
step aside .	물러나세요 .
stop lying .	거짓말은 그만해 .
study hard .	열심히 공부해 .
take a bus .	버스를 타세요 .
take a nap .	낮잠을 자다 .
take cover !	엄폐하다 !
take notes .	메모를 하세요 .
talk to me !	나에게 말을 걸어 !
talk to me .	나에게 말을 걸어보세요 .
taste this .	이것을 맛보세요 .
that a boy !	그 소년 !
that hurts .	그거 아파요 .
that works .	작동합니다 .
that's all .	그게 다야 .
that's fun .	그거 재밌어 .
that's her .	그 사람이야 .
that's his .	그게 그 사람이야 .
that's odd .	이상해요…
they agree .	그들은 동의합니다 .
they cheat .	그들은 속임수를 쓴다 .
they voted .	그들은 투표했습니다 .
this is it .	이것이다 .
this works .	이것은 작동합니다 .
time flies .	시간이 빨리 간다 .
time is up .	시간이 다 됐어 .
tom agrees .	톰도 동의해요 .
tom cheats .	톰은 속임수를 쓴다 .
tom cursed .	톰이 저주를 받았어요 .
tom drinks .	톰은 술을 마신다 .
tom drives .	톰이 운전해요 .
tom forgot .	톰이 잊어버렸어요 .
tom helped .	톰이 도와줬어요 .
tom is fat .	톰은 뚱뚱해 .
tom is mad .	톰은 화났어요 .
tom is new .	톰이 새로 왔어 .
tom is sad .	톰은 슬퍼요 .
tom jumped .	톰이 뛰어내렸어 .
tom looked .	톰은 보았다 .
tom nodded .	톰은 고개를 끄덕였다 .
tom obeyed .	톰은 순종했다 .
tom paints .	톰은 그림을 그린다 .
tom sighed .	톰은 한숨을 쉬었다 .
tom smokes .	톰은 담배를 피운다 .
tom snores .	톰 코골이 .
tom stayed .	톰은 머물렀어요 .
tom stinks .	톰 냄새나 .
tom talked .	톰이 얘기했어요 .
tom yawned .	톰은 하품을 했어요 .
tom'll cry .	톰은 울 것이다 .
tom'll pay .	톰이 지불할 거예요 .
tom's dead .	톰이 죽었어 .
tom's deaf .	톰은 귀머거리야 .
tom's died .	톰이 죽었어 .
tom's fast .	톰은 빨라요 .
tom's free .	톰은 시간이 있어 .
tom's glad .	톰은 기뻐요 .
tom's gone .	톰이 없어졌어요 .
tom's here .	톰이 여기 있어요 .
tom's home .	톰의 집 .
tom's left .	톰은 왼쪽이야 .
tom's safe .	톰은 안전해요 .
tom's weak .	톰은 약해요 .
tom's well .	톰은 잘 지내요 .
tough luck !	행운을 빕니다 !
turn it up .	볼륨을 높여라 .
wait a bit .	조금만 기다려요 .
wait a sec .	잠깐만요 .
we all die .	우리 모두는 죽는다 .
we all lie .	우리 모두 거짓말을 해요 .
we are men .	우리는 남자입니다 .
we buy cds .	우리는 CD를 산다 .
we can pay .	우리는 지불할 수 있습니다 .
we can try .	우리는 시도할 수 있습니다 .
we can win .	우리는 이길 수 있어요 .
we like it .	우리는 그것을 좋아합니다 .
we made it .	우리는 그것을 만들었습니다 .
we must go .	우리는 가야 해요 .
we need it .	우리는 그것이 필요합니다 .
we saw you .	우리는 당신을 봤어요 .
we want it .	우리는 그것을 원합니다 .
we'll cook .	우리가 요리할게 .
we'll fail .	우리는 실패할 것이다 .
we'll help .	우리가 도와드리겠습니다 .
we'll obey .	우리는 순종할 것이다 .
we'll pass .	우리는 통과할 것이다 .
we'll swim .	우리는 수영할 거예요 .
we'll wait .	기다리겠습니다 .
we'll walk .	우리는 걸을 것이다 .
we'll work .	우리는 일할 것이다 .
we're back .	우리는 돌아왔다 .
we're busy .	우리는 바빠요 .
we're done .	우리는 끝났습니다 .
we're even .	우리는 심지어 .
we're fine .	우리는 괜찮아요 .
we're here .	우리는 여기 있어요 .
we're home .	우리는 집에 있어요 .
we're late .	우리는 늦었어요 .
we're lazy .	우리는 게으르다 .
we're lost .	우리는 길을 잃었습니다 .
we're rich .	우리는 부자입니다 .
we're safe .	우리는 안전해요 .
we're sunk .	우리는 침몰했습니다 .
we're weak .	우리는 약해요 .
what a day !	정말 좋은 하루야 !
what is it ?	그것은 무엇입니까 ?
what's new ?	새로운 소식은 무엇입니까 ?
where am i ?	나는 어디에 있나요 ?
who are we ?	우리는 누구입니까 ?
who did it ?	누가 그랬어 ?
who has it ?	누가 가지고 있어 ?
who is tom ?	톰은 누구야 ?
who phoned ?	누가 전화했어 ?
who saw me ?	누가 나를 봤어 ?
who stayed ?	누가 머물렀나요 ?
who talked ?	누가 얘기했어 ?
who yelled ?	누가 소리쳤어 ?
who's here ?	여기 누구야 ?
who's that ?	저 사람은 누구야 ?
why bother ?	왜 귀찮게 ?
you decide .	당신이 결정합니다 .
you did it !	당신이 해냈어요 !
you may go .	당신은 갈 수 있습니다 .
you're bad .	당신은 나쁘다 .
you're big .	당신은 크다 .
you're fun .	당신은 재미 있어요 .
you're old .	당신은 늙었어요 .
you're sad .	당신은 슬프다 .
you're shy .	당신은 부끄러워요 .
you've won !	당신이 이겼어요 !
all is well .	다 괜찮아요 .
am i hungry !	나 배고파 ?
am i stupid ?	내가 바보인가요 ?
anyone home ?	집에 누구 없나요 ?
anyone hurt ?	다친 사람 있어 ?
are we done ?	우리 끝났어 ?
are we lost ?	우리 길을 잃었나요 ?
are we safe ?	우리는 안전합니까 ?
are you tom ?	너 톰이야 ?
are you hot ?	너 덥니 ?
are you mad ?	너 화났어 ?
are you new ?	너 처음 왔니 ?
are you sad ?	슬프니 ?
as you like .	당신이 원하는대로 .
ask anybody .	누구에게나 물어보세요 .
be creative .	창의력을 발휘하세요 .
be discreet .	신중하세요 .
be friendly .	친절해라 .
be generous .	관대하라 .
be merciful .	자비를 베풀어라 .
be prepared .	준비하세요 .
be punctual .	시간을 잘 지키십시오 .
be ruthless .	무자비하다 .
be sensible .	현명해지세요 .
be watchful .	조심하세요 .
be yourself .	너 자신이 되어라 .
beer's good .	맥주는 좋아 .
break it up !	그것을 깨뜨려라 !
can i begin ?	시작해도 될까요 ?
can it wait ?	기다릴 수 있나요 ?
can we come ?	우리 가도 돼 ?
can we help ?	우리가 도와드릴까요 ?
can we stop ?	우리 그만하면 안 될까 ?
can we talk ?	우리 얘기 좀 할 수 있을까 ?
can you see ?	볼 수 있나요 ?
can you ski ?	스키 탈 수 있어 ?
can you try ?	시도해 볼 수 있나요 ?
clean it up .	그것을 청소하십시오 .
come get it .	와서 가져와 .
come get me .	나를 데리러 와요 .
come inside .	안으로 들어와 .
come off it !	꺼져 !
come off it .	그것에서 벗어나십시오 .
cook for me .	나를 위해 요리해 주세요 .
count me in .	나를 포함해 보세요 .
cover it up .	그것을 덮어라 .
deal me out .	나를 처리해 줘 .
did tom eat ?	톰은 먹었어 ?
did it hurt ?	상처받았어 ?
did you win ?	당신이 이겼나요 ?
do it again !	다시 해봐 !
do it right .	제대로 해 .
do you fish ?	당신은 낚시를 합니까 ?
do your job .	일을 하세요 .
don't cheat .	속이지 마십시오 .
don't do it !	하지 마세요 !
don't do it .	하지 마세요 .
don't fight .	싸우지 마세요 .
don't gloat .	칭찬하지 마십시오 .
don't laugh .	웃지 마 .
don't leave !	떠나지 마세요 !
don't leave .	떠나지 마세요 .
don't panic !	당황하지 말 것 !
don't shoot !	쏘지 마세요 !
don't shoot .	쏘지 마세요 .
don't shout .	소리치지 마세요 .
don't smile .	웃지 마 .
don't smoke .	담배를 피우지 마십시오 .
don't speak .	말하지 마세요 .
don't worry .	괜찮아요 .
finish this .	이걸 끝내세요 .
flip a coin .	동전을 던지다 .
forgive tom .	톰을 용서하세요 .
get dressed .	옷을 입다 .
get serious .	심각해 .
get the box .	상자를 얻으십시오 .
go have fun .	가서 즐겨라 .
go home now .	지금 집에 가세요 .
go on ahead .	계속하세요 .
go to sleep .	자러 가세요 .
go with tom .	톰이랑 같이 가 .
grab a seat .	자리에 앉으세요 .
have a beer .	맥주를 마셔라 .
have a look .	보세요 .
have a seat .	자리에 앉으세요 .
have we met ?	우리 만난 적 있어 ?
he can come .	그는 올 수 있어요 .
he can read .	그는 읽을 수 있어요 .
he can swim .	그는 수영할 수 있어요 .
he chuckled .	그는 낄낄 웃었다 .
he found it .	그는 그것을 찾았습니다 .
he got away .	그는 도망쳤다 .
he grew old .	그는 늙어갔다 .
he has come !	그가 왔어 !
he has guts .	그는 배짱이 있어요 .
he has wine .	그 사람은 와인을 갖고 있어요 .
he helps us .	그는 우리를 도와줍니다 .
he is drunk .	그는 취했어요 .
he is eight .	그는 여덟살이에요 .
he is hated .	그는 미움을 받습니다 .
he is nasty .	그는 심술궂다 .
he is young .	그는 어리다 .
he likes me .	그 사람은 나를 좋아해요 .
he loves me .	그는 나를 사랑합니다 .
he loves us .	그는 우리를 사랑합니다 .
he needs it .	그는 그것이 필요해요 .
he resigned .	그는 사임했다 .
he squinted .	그는 눈을 가늘게 뜨며 말했다 .
he stood up .	그는 일어섰다 .
he was busy .	그는 바빴다 .
he's a hunk .	그는 덩어리입니다 .
he's a jerk .	그 사람은 바보야 .
he's a liar .	그는 거짓말쟁이야 .
he's a nerd .	그 사람은 괴짜야 .
he's a slob .	그는 멍청이야 .
he's asleep .	그는 자고 있어요 .
he's coming .	그 사람이 온다 .
he's crying .	그 사람이 울고 있어요 .
he's faking .	그는 가짜입니다 .
he's loaded .	그는 짐을 쌌다 .
he's my age .	그 사람은 내 나이야 .
he's not in .	그 사람은 에 없어 .
help me out .	나 좀 도와줘 .
here i come .	내가 왔어 .
here she is !	여기 있어요 !
here we are !	여기 있어요 !
here we are .	여기 있습니다 .
here , catch !	여기, 잡아 !
how are you ?	어떻게 지내세요 ?
how curious !	얼마나 궁금해요 !
how is life ?	인생은 어때 ?
i also went .	나도 갔다 .
i am a cook .	나는 요리사입니다 .
i am a monk .	나는 스님입니다 .
i am a twin .	나는 쌍둥이입니다 .
i am better .	내가 더 나아요 .
i am coming .	나는 간다 .
i am joking .	농담이에요 .
i am single .	나는 싱글이에요 .
i am taller .	나는 키가 더 크다 .
i apologize .	사과드립니다 .
i asked tom .	내가 톰에게 물어봤어 .
i assume so .	나는 그렇게 생각한다 .
i bought it .	나는 그것을 샀다 .
i buried it .	나는 그것을 묻었다 .
i burned it .	내가 태웠어 .
i came back .	나는 돌아왔다 .
i can dance .	나는 춤을 출 수 있어요 .
i can do it .	나는 그것을 할 수 있다 .
i can't eat .	나는 먹을 수 없다 .
i can't say .	나는 말할 수 없다 .
i can't see .	나는 볼 수 없다 .
i can't win .	나는 이길 수 없다 .
i caught it .	나는 그것을 잡았다 .
i confessed .	나는 고백했다 .
i could try .	나는 시도할 수 있었다 .
i cut class .	나 수업 빼먹었어 .
i didn't go .	나는 가지 않았다 .
i disagreed .	나는 동의하지 않았다 .
i dozed off .	나는 졸았다 .
i eat a lot .	나는 많이 먹는다 .
i eat alone .	나 혼자 먹어요 .
i eat bread .	나는 빵을 먹는다 .
i eat fruit .	나는 과일을 먹습니다 .
i exercised .	나는 운동했다 .
i feel blue .	기분이 우울해요 .
i feel cold .	추워요 .
i feel fine .	기분이 괜찮아요 .
i feel good .	기분이 좋아 .
i feel lost .	나는 길을 잃은 기분이다 .
i feel safe .	나는 안전하다고 느낀다 .
i feel sick .	나 아파요 .
i feel weak .	나 약해졌어 .
i feel well .	기분이 좋아 .
i felt dumb .	나는 멍청하다고 느꼈다 .
i felt fear .	나는 두려움을 느꼈다 .
i felt good .	기분이 좋았어 .
i felt safe .	나는 안전하다고 느꼈다 .
i got bored .	지루해졌어 .
i got dizzy .	어지러워 졌어 .
i got fined .	나 벌금 ​​받았어 .
i got lucky .	나는 운이 좋았다 .
i got upset .	나 화났어 .
i guess not .	내 생각엔 아닌 것 같아 .
i had to go .	나는 가야만 했다 .
i hate dogs .	나는 개를 싫어한다 .
i hate fish .	나는 물고기를 싫어한다 .
i hate golf .	나는 골프를 싫어한다 .
i hate milk .	나는 우유를 싫어한다 .
i hate sand .	나는 모래를 싫어한다 .
i hate that .	난 그거 싫어 .
i hate them .	난 그 사람들이 싫어요 .
i hate this .	난 이거 싫어 .
i hate work .	나는 일을 싫어한다 .
i have cash .	나에겐 현금이 있어요 .
i have eyes .	나에겐 눈이 있다 .
i have food .	나에겐 음식이 있어요 .
i have news .	나한테 소식이 있어 .
i have time .	나에겐 시간이 있어 .
i have wine .	나에겐 와인이 있어요 .
i hesitated .	나는 망설였다 .
i know that .	나도 알아요 .
i know them .	나는 그들을 알고 있습니다 .
i know this .	나는 이것을 알고 있다 .
i like beer .	나는 맥주를 좋아해요 .
i like blue .	나는 파란색을 좋아해요 .
i like both .	나는 둘 다 좋아해요 .
i like cake .	나는 케이크를 좋아해요 .
i like cats .	나는 고양이를 좋아해요 .
i like dogs .	나는 개를 좋아해요 .
i like jazz .	나는 재즈를 좋아해요 .
i like math .	나는 수학을 좋아해요 .
i like milk .	나는 우유를 좋아해요 .
i like rice .	나는 쌀을 좋아한다 .
i like rock .	나는 록을 좋아해요 .
i like that .	나는 그것을 좋아한다 .
i like them .	나는 그들을 좋아한다 .
i like this .	나는 이것을 좋아한다 .
i liked tom .	나는 톰을 좋아했어요 .
i live here .	나는 여기에 산다 .
i love mary .	나는 메리를 사랑해요 .
i love golf .	나는 골프를 좋아해요 .
i love kids .	나는 아이들을 사랑합니다 .
i love life .	나는 인생을 사랑합니다 .
i loved you .	나는 당신을 사랑했습니다 .
i made rice .	내가 밥을 만들었어요 .
i messed up .	내가 망쳤어 .
i must hide .	나는 숨어야 해 .
i must obey .	나는 순종해야 한다 .
i nailed it .	나는 그것을 못 박았다 .
i need food .	음식이 필요해 .
i need glue .	접착제가 필요해 .
i need more .	난 더 필요해요 .
i need some .	좀 필요해요 .
i need that .	나한테는 그게 필요해 .
i need them .	난 그게 필요해 .
i need time .	시간이 필요해 .
i never bet .	난 절대 내기하지 않아 .
i never win .	나는 결코 이기지 못한다 .
i often ski .	나는 종종 스키를 타요 .
i oppose it .	나는 그것에 반대한다 .
i pay taxes .	나는 세금을 낸다 .
i protested .	나는 항의했다 .
i read lips .	나는 입술을 읽었다 .
i recovered .	나는 회복했다 .
i said stop .	내가 그만하라고 했어 .
i said that .	나는 그렇게 말했다 .
i saved you .	내가 당신을 구했어요 .
i saw a dog .	나는 개를 보았다 .
i sell cars .	나는 차를 팔아요 .
i should go .	나는 가야 해 .
