go .	行く 。
tom sighed .	トムはため息をついた 。
tom smokes .	トムは喫煙します 。
tom snores .	トムはいびきをかきます 。
tom stayed .	トムは泊まった 。
tom stinks .	トムは臭い 。
tom talked .	トムは話しました 。
tom yawned .	トムはあくびをした 。
tom'll cry .	トムは泣いてしまうだろう 。
tom'll pay .	トムが支払います 。
tom's dead .	トムは死んだ 。
tom's deaf .	トムは聴覚障害者です 。
tom's died .	トムが亡くなった 。
tom's fast .	トムは速い 。
tom's free .	トムは無料です 。
tom's glad .	トムは嬉しいです 。
tom's gone .	トムがいなくなった 。
tom's here .	トムはここにいます 。
tom's home .	トムの家 。
tom's left .	トムは左です 。
tom's safe .	トムは安全です 。
tom's weak .	トムは弱い 。
tom's well .	トムは元気です 。
tough luck !	運が悪い ！
turn it up .	上げてください 。
wait a bit .	ちょっと待ってください 。
wait a sec .	ちょっと待ってください 。
we all die .	私たちは皆死ぬ 。
we all lie .	私たちは皆嘘をつきます 。
we are men .	私たちは男性です 。
we buy cds .	私たちはCDを買います 。
we can pay .	私たちは支払うことができます 。
we can try .	試してみることができます 。
we can win .	私たちは勝つことができます 。
we like it .	私たちはそれが好きです 。
we made it .	私たちはそれを作りました 。
we must go .	私たちは行かなければなりません 。
we need it .	私たちにはそれが必要です 。
we saw you .	私たちはあなたを見ました 。
we want it .	私たちはそれを望んでいます 。
we'll cook .	私たちは料理をします 。
we'll fail .	私たちは失敗するでしょう 。
we'll help .	私たちがお手伝いします 。
we'll obey .	私たちは従います 。
we'll pass .	パスします 。
we'll swim .	私たちは泳ぎます 。
we'll wait .	お待ちしております 。
we'll walk .	私たちは歩きます 。
we'll work .	私たちは働きます 。
we're back .	戻ってきました 。
we're busy .	私たちは忙しいです 。
we're done .	もう終わりです 。
we're even .	私たちは互角です 。
we're fine .	私たちは大丈夫です 。
we're here .	私たちはここにいます 。
we're home .	私たちは家にいます 。
we're late .	私たちは遅れています 。
we're lazy .	私たちは怠け者です 。
we're lost .	私たちは道に迷ってしまった 。
we're rich .	私たちは金持ちです 。
we're safe .	私たちは安全です 。
we're sunk .	私たちは沈んでいます 。
we're weak .	私たちは弱いです 。
what a day !	なんて日だろう ！
what is it ?	それは何ですか ？
what's new ?	新着情報 ？
where am i ?	私はどこですか ？
who are we ?	私たちは誰ですか ？
who did it ?	誰がやったの ？
who has it ?	誰が持っていますか ？
who is tom ?	トムは誰ですか ？
who phoned ?	誰が電話したの ？
who saw me ?	誰が私を見た ？
who stayed ?	誰が泊まったの ？
who talked ?	誰が話しましたか ？
who yelled ?	誰が叫んだのですか ？
who's here ?	ここには誰がいますか ？
who's that ?	あれは誰 ？
why bother ?	なぜわざわざ ？
you decide .	あなたが決めます 。
you did it !	やったね ！
you may go .	行ってもいいですよ 。
you're bad .	あなたが悪いです 。
you're big .	あなたは大きいです 。
you're fun .	あなたは楽しいです 。
you're old .	あなたは年をとりました 。
you're sad .	あなたは悲しいです 。
you're shy .	あなたは恥ずかしがり屋です 。
you've won !	あなたは勝ちました ！
all is well .	すべては順調です 。
am i hungry !	お腹が空いていますか ？
am i stupid ?	私は愚かですか ？
anyone home ?	誰か家にいますか ？
anyone hurt ?	誰か怪我をしましたか ？
are we done ?	もう終わりですか ？
are we lost ?	私たちは迷っていますか ？
are we safe ?	私たちは安全ですか ？
are you tom ?	あなたはトムですか ？
are you hot ?	暑いですか ？
are you mad ?	あなたは怒っていますか ？
are you new ?	新しいですか ？
are you sad ?	悲しいですか ？
as you like .	好きなように 。
ask anybody .	誰にでも聞いてください 。
be creative .	創造的になってください 。
be discreet .	慎重に行ってください 。
be friendly .	フレンドリーになってください 。
be generous .	寛大になってください 。
be merciful .	憐れんでください 。
be prepared .	準備してください 。
be punctual .	時間厳守であること 。
be ruthless .	冷酷であること 。
be sensible .	賢明であること 。
be watchful .	気をつけてください 。
be yourself .	素直になれ 。
beer's good .	ビールはおいしいよ 。
break it up !	壊してください ！
can i begin ?	始めてもいいですか ？
can it wait ?	待ってもいいですか ？
can we come ?	来てもいいですか ？
can we help ?	お手伝いできますか ？
can we stop ?	やめてもいいですか ？
can we talk ?	話せますか ？
can you see ?	見えますか ？
can you ski ?	スキーはできますか ？
can you try ?	試してみることはできますか ？
clean it up .	きれいにしてください 。
come get it .	取りに来てください 。
come get me .	迎えに来てください 。
come inside .	中に入ってください 。
come off it !	それを脱いでください ！
come off it .	外れます 。
cook for me .	私のために料理を作ってください 。
count me in .	私を数えてください 。
cover it up .	それを隠してください 。
deal me out .	私に対処してください 。
did tom eat ?	トムは食べましたか ？
did it hurt ?	痛かったですか ？
did you win ?	勝ちましたか ？
do it again !	もう一度やってください ！
do it right .	正しくやってください 。
do you fish ?	釣りをしますか ？
do your job .	仕事をしてください 。
don't cheat .	不正行為をしないでください 。
don't do it !	それはやめてください ！
don't do it .	それはしないでください 。
don't fight .	戦わないでください 。
don't gloat .	ほくそ笑まないでください 。
don't laugh .	笑わないでください 。
don't leave !	離れないでください ！
don't leave .	離れないでください 。
don't panic !	慌てないで ！
don't shoot !	撃たないでください ！
don't shoot .	撃たないでください 。
don't shout .	叫ばないでください 。
don't smile .	笑わないでください 。
don't smoke .	喫煙しないでください 。
don't speak .	話さないでください 。
don't worry .	心配しないで 。
finish this .	これを終了します 。
flip a coin .	コインを投げます 。
forgive tom .	トムを許してください 。
get dressed .	服を着る 。
get serious .	真剣に考えてください 。
get the box .	箱を入手してください 。
go have fun .	楽しんでください 。
go home now .	もう家に帰りなさい 。
go on ahead .	先に進んでください 。
go to sleep .	寝る 。
go with tom .	トムと一緒に行きましょう 。
grab a seat .	席に着きます 。
have a beer .	ビールを飲みましょう 。
have a look .	見てください 。
have a seat .	席に座ってください 。
have we met ?	私たちは会ったことがありますか ？
he can come .	彼は来ることができます 。
he can read .	彼は読むことができます 。
he can swim .	彼は泳ぐことができます 。
he chuckled .	彼はくすくすと笑った 。
he found it .	彼はそれを見つけた 。
he got away .	彼は逃げた 。
he grew old .	彼は年をとった 。
he has come !	彼が来たよ ！
he has guts .	彼には根性がある 。
he has wine .	彼はワインを持っています 。
he helps us .	彼は私たちを助けてくれます 。
he is drunk .	彼は酔っている 。
he is eight .	彼は8歳です 。
he is hated .	彼は嫌われている 。
he is nasty .	彼は意地悪だ 。
he is young .	彼は若いです 。
he likes me .	彼は私が好きです 。
he loves me .	彼は私を愛しています 。
he loves us .	彼は私たちを愛しています 。
he needs it .	彼にはそれが必要だ 。
he resigned .	彼は辞任した 。
he squinted .	彼は目を細めた 。
he stood up .	彼は立ち上がった 。
he was busy .	彼は忙しかった 。
he's a hunk .	彼はハンサムだ 。
he's a jerk .	彼はバカだ 。
he's a liar .	彼は嘘つきだ 。
he's a nerd .	彼はオタクです 。
he's a slob .	彼はずぼらだ 。
he's asleep .	彼は眠っています 。
he's coming .	彼は来ます 。
he's crying .	彼は泣いています 。
he's faking .	彼は偽っている 。
he's loaded .	彼はもういっぱいだ 。
